,title,paragraph,news_list,event_timestamp
597,brhd testing sample omicron variant,blue ridge health district say testing site testing covid sample omicron variant,Commodities,2021-12-18T08:54:00Z
598,twitter scmphongkong omicron,coronavirus cathay pacific cargo pilot becomes first known carrier omicron variant hong kong community,Financial Health,2021-12-18T08:47:18Z
599,delay gathering stanford doctor urge people take omicron seriously ahead holiday,omicron variant arrived time one busiest travel week year keeping local health care professional concerned,Delays,2021-12-18T08:46:00Z
600,orange county first case omicron variant reported,orange county health care agency friday reported county first case omicron variant covid county deputy health officer,Commodities,2021-12-18T08:36:00Z
601,tornado warning community kc doctor fear worst omicron,health expert kansa cityarea hospital explain concerned covid omicron variant,Environmental,2021-12-18T08:30:00Z
602,lockdown curfew rule wave,omicron variant scare europecountries run cover rule measure restriction word like curfew closure back infection spreading,Delays,2021-12-18T08:29:00Z
603,coronavirus cathay pacific cargo pilot becomes first known carrier omicron variant hong kong community,yearold exempt typical quarantine restriction allowed leave home travel within city two day testing positivethree omicron case among five covid infection confirmed saturday taking total number identified variant far,Delays,2021-12-18T08:28:00Z
604,coronavirus cathay pacific cargo pilot becomes first known carrier omicron variant hong kong community,yearold exempt typical quarantine restriction allowed leave home travel within city two day testing positivethree omicron case among five covid infection confirmed saturday taking total number identified variant far,Delays,2021-12-18T08:28:00Z
605,omicron variant detected triangle,omicron becoming present north carolina first case triangle confirmed friday orange county health department confirmed recent covid case caused omicron variant,Commodities,2021-12-18T07:54:00Z
606,record new york case australian state see surge virus update,bloomberg new york state reported oneday record infection omicron variant accelerates spread across u test show high rate omicron transmission among cornell university student,Delays,2021-12-18T07:52:00Z
607,health official predict another covid surge oregon ap news,portland ore ap following three confirmed case omicron variant oregon health official warned friday state may face worst covid surge coming week number patient hospitalized doubling pandemic peak,Environmental,2021-12-18T07:46:00Z
608,biden say unvaccinated looking winter severe illness death,president joe biden warned thursday winter severe illness death unvaccinated said white house omicron variant spreading,Environmental,2021-12-18T07:46:00Z
609,know holiday gathering age omicron,era new omicron covid variant many people may questioning safety gathering even technically fully vaccinated covid havent received booster shot gather gather yahoo news medical contributor dr lucy mcbride provides guidance navigate holiday season year time omicron expected become dominant strain u coming week,Commodities,2021-12-18T07:45:00Z
610,doctor omicron may soon dominant covid variant,murray utah abc million gear christmas gathering next week country bracing covid surge fueled rapidly spreading omicron variant doctor intermountain medical center murray addressing quickly new strain spreading doctor intermountain medical cente say case united,Environmental,2021-12-18T07:42:00Z
611,omicron variant infect people time health expert say,omicron variant potential reproductive rate rvalue rnumber omicron variant,Financial Health,2021-12-18T07:41:00Z
612,first case covid omicron variant confirmed alabama,alabama confirmed first case omicron variant coronavirus thursday development expected latest mutation spread united state state health officer said state health officer scott harris said alabama official presumed variant already alabama since confirmed neighboring state much country ldquothe message remains get vaccinated,Environmental,2021-12-18T07:35:00Z
613,firm swerve free online delivery cost soar,managing returned item become headache company online shopping boomed lockdown omicron hit,Commodities,2021-12-18T07:34:00Z
614,omicron blindsided world symptom need know,covid case rate rapidly rising many blame contagious new omicron variant here know,Environmental,2021-12-18T07:32:00Z
615,omicron overtake delta dominant covid variant,first year omicron dominant covid variant utah dr brandon webb infectious disease physician intermountain healthcare,Financial Health,2021-12-18T07:28:00Z
616,mild omicron really,early data omicron variant conflicting encouraging sign le severe previous variant however since spread much faster overall toll could bad worse,Delays,2021-12-18T07:17:00Z
617,childhood covid vaccination rate single digit mississippi,mississippi official urging resident especially age younger get vaccinated covid omicron variant spread,Financial Health,2021-12-18T07:14:00Z
618,omicron india list state reported new covid variant,omicron india karnataka first state country detect omicron variant december since several state national capital delhi continued see gradual rise omicron case tally maharashtra omicron case tally surged eight patient tested positive new variant december,Financial Health,2021-12-18T07:11:00Z
